75 mg,Tab,CLOPIDOGREL,1788
1% (20 ml),Top Sol,CLOTRIMAZOLE,327
1% (15 g),Top Cream,CLOTRIMAZOLE,326
1%,Vag Cream,CLOTRIMAZOLE,325
100 mg,Vag Tab,CLOTRIMAZOLE,328
2% (20 g),Vag Cream,CLOTRIMAZOLE,2230
2% (50 g),Vag Cream,CLOTRIMAZOLE,11225
1 g,Bulk,CLOTRIMAZOLE CREAM -T*,60240
1 ml,Bulk,CLOTRIMAZOLE LOTION -T*,60250
250 mg,Cap,CLOXACILLIN (AS SODIUM),329
250 mg,Tab,CLOXACILLIN (AS SODIUM),99911
500 mg,Cap,CLOXACILLIN (AS SODIUM),331
500 mg,Tab,CLOXACILLIN (AS SODIUM),99912
1 g,Inj,CLOXACILLIN (AS SODIUM),2120
250 mg,Inj,CLOXACILLIN (AS SODIUM),330
500 mg,Inj,CLOXACILLIN (AS SODIUM),332
25 mg,Tab,CLOZAPINE,1743
100 mg,Tab,CLOZAPINE,334
,Bulk,COAL TAR,343
5%,Lotion,COAL TAR,346
625 mg,Fc Tab,CO-AMOXICLAV,338
312 mg,Susp,CO-AMOXICLAV,1440
312 mg,Susp (Sachet),CO-AMOXICLAV,336
375 mg,FC Tab,CO-AMOXICLAV,337
200/28.5 mg/5 ml,Powder For Suspension,CO-AMOXICLAV,2205
400/57 mg/5 ml,Powder For Suspension,CO-AMOXICLAV,2206
156 mg,Susp,CO-AMOXICLAV,335
156 mg,Susp (Sachet),CO-AMOXICLAV,1754
,Bulk,COD LIVER OIL,347
30 mg,Coated Tab,CODEINE PHOSPHATE,1352
1 mg,Tab,COLCHICINE,348
,Intratracheal,COLFOSCERIL PALMITATE,1368
,Bulk,COLLODION,351
50 mg,Cap,COLOFAZIMINE,1437
25 mg/5 ml,Inj,CONGUGATED ESTROGENS,355
0.625 mg,Tab,CONGUGATED ESTROGENS,352
1.25 mg,Tab,CONGUGATED ESTROGENS,354
0.625 mg/g,Vag Cream,CONGUGATED ESTROGENS,353
one-blister,Coated Tab,CONTRACEPTIVE DE,1442
one-blister,Coated Tab,CONTRACEPTIVE HD,356
one-blister,Coated Tab,CONTRACEPTIVE LD,357
one-blister,Coated Tab,CONTRACEPTIVE LD (+ Fe),1444
one-blister,Coated Tab,CONTRACEPTIVE TRIPHASIC,358
,Bulk,COPPER SULFATE,359
40 u/ml,Inj,CORTICOTROPHIN,360
80 u/ml,Inj,CORTICOTROPHIN,361
400 - 80 mg/5 ml,Infu,CO-TRIMOXAZOLE,341
,Ped Tab,CO-TRIMOXAZOLE,342
,Adult Tab,CO-TRIMOXAZOLE,339
,Susp,CO-TRIMOXAZOLE,340
800 - 160 mg,Tab,CO-TRIMOXAZOLE,5526
,Bulk,CREAM BASE (COLD CREAM),362
1 mg/dose,Aerosol,CROMOLYN SODIUM,1449
20 mg,Inhal Cap,CROMOLYN SODIUM,364
2% (13 ml),Nasal Spray,CROMOLYN SODIUM,1749
2% (30 ml),Nasal Spray,CROMOLYN SODIUM,365
2% (15 ml),Nasal Spray,CROMOLYN SODIUM,1942
10 mg/ml (2 ml),Sol For Nebulisation,CROMOLYN SODIUM,1448
20 mg/2 ml,Sol For Inhalation,CROMOLYN SODIUM,1450
2% (5 ml),Sterile Eye Drop,CROMOLYN SODIUM,1748
2% (10 ml),Sterile Eye Drop,CROMOLYN SODIUM,1152
10%,Top Cream,CROTAMITON,366
100 mg,Tab,CUMARIN _ SN,1451
1%,Sterile Eye Drop,CYCLOPENTOLATE HCL,367
1000 mg,Inj,CYCLOPHOSPHAMIDE,9391
200 mg,Inj,CYCLOPHOSPHAMIDE,368
500 mg,Inj,CYCLOPHOSPHAMIDE,370
50 mg,Tab,CYCLOPHOSPHAMIDE,369
250 mg,Cap,CYCLOSERINE,371
250 mg,Tab,CYCLOSERINE,2122
4 mg,Scored Tab,CYPROHEPTADINE HCL,372
50 mg,Scored Tab,CYPROTERONE ACETATE,373
,Coated Tab,CYPROTERONE COMPOUND,374
150 mg,Cap,CYSTEAMINE BITARTRATE,1453
50 mg,Cap,CYSTEAMINE BITARTRATE,2476
150 mg,Tab,CYSTEAMINE BITARTRATE,6335
50 mg,Tab,CYSTEAMINE BITARTRATE,6334
150 mg,powder,CYSTEAMINE BITARTRATE,2121
20 mg/ml (50 ml),"Inj Sol,Concentrate",CYTARABINE,99913
100 mg,Inj,CYTARABINE,375
1 g,Vial,CYTARABINE,1454
500 mg,Inj powder,DACARBAZINE,15372
200 mg,Inj,DACARBAZINE,377
100 mg,Inj,DACARBAZINE,376
5 mg/ml (5 ml),Infu,DACLIZUMAB,1918
0.5 mg,Inj,DACTINOMYCIN,378
"2,500 u",Inj,DALTEPARIN SODIUM (FRAGMIN),2262
5000 U,Inj,DALTEPARIN SODIUM (FRAGMIN),2259
"7,500 u",Inj,DALTEPARIN SODIUM (FRAGMIN),2354
"10,000 u",Inj,DALTEPARIN SODIUM (FRAGMIN),2263
100 mg,Cap,DANAZOL,379
200 mg,Cap,DANAZOL,380
25 mg,Cap,DANTROLENE SODIUM,381
20 mg,Inj,DANTROLENE SODIUM,382
100 mg,Double Scored Tab,DAPSONE,383
50 mg,Tab,DAPSONE,1456
20 mg,Inj,DAUNORUBICIN (AS HCL),384
125 mg,Tab,DEFERASIROX,7054
250 mg,Tab,DEFERASIROX,6659
500 mg,Tab,DEFERASIROX,8997
500 mg,Inj,DEFEROXAMINE MESYLATE,386
2 g,"Vial,Lyophilized",DEFEROXAMINE MESYLATE,1956
500 mg,E.C.Tab,DEFRIPIRON (L1)EC -FERRIPROX,17853
500 mg,Tab,DEFRIPIRON (L1)-FERRIPROX,1834
30 mg/ml (2 ml),Inj,DEHYDRO EMETINE 2HCL,387
,,DESFERAL INFUSION PUMP,97038
,,DESFERAL INFUSION PUMP,97039
500mg,Vial,DESFERAL,3329
25 mg,SC Tab,DESIPRAMINE HCL,388
15 mcg/ml,Inj,DESMOPRESSIN ACETATE,1457
4 mcg/ml,Inj,DESMOPRESSIN ACETATE,1338
0.1 mg/ml,Nasal Sol / drop,DESMOPRESSIN ACETATE,389
0.1 mg/ml,Nasal Spray,DESMOPRESSIN ACETATE,1747
5 mg/ml,Inj,DESOXY CORTICOSTERONE ACETATE,390
0.5 mg/5 ml,Elixir,DEXA METHASONE,397
0.5 mg,Tab,DEXA METHASONE,398
,Bulk,DEXA METHASONE (POWDER),60730
8 mg/2 ml,Inj,DEXA METHASONE PHOSPHATE (AS DISODUM),400
0.10%,Eye Otic Drop,DEXA METHASONE PHOSPHATE (AS DISODUM),399
5% (30 g),Top Cream,DEXPANTENOL,403
1 g,Bulk,DEXPANTHENOL CREAM -T*,60260
500 ml,Infu,DEXTRAN 7D 6% NCL 0.9%,404
15 mg/5 ml,Syrup,DEXTROMETHORPHAN HBR,405
60 ml,Syrup,DEXTROMETHORPHAN - P,408
15 mg,Coated Tab,DEXTROMETHORPHAN HBR,407
4 mg/ml,Oral Drop,DEXTROMETHORPHAN HBR,406
20% (50 ml),Infu,DEXTROSE,412
20% (500 ml),Infu,DEXTROSE,2038
20% (1000 ml),Infu,DEXTROSE,2039
50% (50 ml),Infu,DEXTROSE,415
50% (500 ml),Infu,DEXTROSE,2037
10% (500 ml),Infu,DEXTROSE,411
10% (500 ml)-bag,Infu,DEXTROSE,4858
10% (1000 ml),Infu,DEXTROSE,410
10% (1000 ml)-bag,Infu,DEXTROSE,4857
5% (500 ml),Infu,DEXTROSE,414
5% (500 ml)-bag,Infu,DEXTROSE,4861
5% (1000 ml),Infu,DEXTROSE,413
5% (1000 ml)-bag,Infu,DEXTROSE,4860
,Bulk,DEXTROSE,409
5% (250 ml),Inj Sol,DEXTROSE,6425
5% (100 ml),Inj Sol,DEXTROSE,2428
50% (1 lit),"Inj Sol,Concentrate",DEXTROSE,99914
70% (1 lit),"Inj Sol,Concentrate",DEXTROSE,99915
(1000 ml),Infu,DEXTROSE 3.33% NACL 0.3%,395
(1000 ml)-bag,Infu,DEXTROSE 3.33% NACL 0.3%,4859
(500 ml),Infu,DEXTROSE 3.33% NACL 0.3%,396
(500 ml)-bag,Infu,DEXTROSE 3.33% NACL 0.3%,4907
(1000 ml),Infu,DEXTROSE 5% AND EHTHANOL 5%,394
(500 ml),Infu,DEXTROSE 5% NACL 0.45%,2124
(1000 ml),Infu,DEXTROSE 5% NACL 0.45%,2125
(250 ml),Infu,DEXTROSE 5% NACL 0.9%,2040
(500 ml),Infu,DEXTROSE 5% NACL 0.9%,393
(500 ml)-bag,Infu,DEXTROSE 5% NACL 0.9%,4863
(1000 ml),Infu,DEXTROSE 5% NACL 0.9%,392
(1000 ml)-bag,Infu,DEXTROSE 5% NACL 0.9%,4862
10 mg/2 ml,Inj,DIAZEPAM,418
10 mg,Rectal Tube,DIAZEPAM,2237
5 mg,Rectal Tube,DIAZEPAM,2247
2 mg/5 ml (60 ml),Syrup,DIAZEPAM,1462
2 mg/5 ml (120 ml),Syrup,DIAZEPAM,7051
2 mg,Tab,DIAZEPAM,419
5 mg,Tab,DIAZEPAM,420
10 mg,Tab,DIAZEPAM,417
100 mg,Cap,DIAZOXIDE,421
50 mg,Cap,DIAZOXIDE,1463
25 mg,Cap,DIAZOXIDE,1959
25 mg,Tab,DIAZOXIDE,5812
300 mg/20 ml,Inj,DIAZOXIDE,422
1%,Top Gel,DICLOFENAC SODIUM,426
25 mg,EC Tab,DICLOFENAC SODIUM,424
75 mg/3 ml,Inj,DICLOFENAC SODIUM,425
0.01%,Sterile Eye Drop,DICLOFENAC SODIUM,1847
50 mg,Supp,DICLOFENAC SODIUM,428
100 mg,Supp,DICLOFENAC SODIUM,427
50 mg,EC Tab,DICLOFENAC SODIUM,2041
100 mg,Cap,DICLOFENAC SODIUM S.R,1993
100 mg,Tab,DICLOFENAC SODIUM S.R,1464
10 mg,Coated Tab,DICYCLOMINE HCL,429
10 mg/5 ml,Elixir,DICYCLOMINE HCL,430
20 mg/2 ml,Inj,DICYCLOMINE HCL,431
6.01%,Vag Cream,DIENESTROL,1465
50 mg,Scored Tab,DIETHYLCARBAMAZINE CITRATE,432
,EC Tab,DIGESTIVE,435
0.05 mg/ml (60 ml),Syrup,DIGOXIN,439
0.5 mg/2 ml,Inj,DIGOXIN,438
0.5 mg/ml,Oral Drop,DIGOXIN,437
0.25 mg,Tab,DIGOXIN,436
1 mg/ml,Inj,DIHYDRO ERGOTAMINE MESYLATE,440
2.5 mg,Tab,DIHYDRO ERGOTAMINE MESYLATE,442
1.5 mg,Tab,DIHYDRO ERGOTOXINE MESYLATE,443
0.25 mg/ml,Oral Sol,DIHYDROTACHYSTEROL,444
500 mg,Tab,DILOXANIDE FUROATE,446
100 mg,Inj,DILTIAZEM HCL,1471
60 mg,Scored FC Tab,DILTIAZEM HCL,447
120 mg,Coated Tab,DILTIAZEM HCL SR,1472
50 mg,Scored Tab,DIMENHYDRINATE,448
100 mg/ml (300 mg/3 ml),Inj (IM),DIMERCAPROL,449
200 mg/2ml,Inj,DIMERCAPROL,2506
40 mg,Tab,DIMETHICONE (ACTIVATED),1131
40 mg/ml (30 ml),Oral Drop,DIMETHICONE (ACTIVATED),1132
7g,Sachet,DINEHPSYLLIUMÂDINEH,10653
,Elixir,DIPHEN HYDRAMIN HCL,454
50 mg/ml,Inj,DIPHEN HYDRAMIN HCL,453
25 mg,Scored Tab,DIPHEN HYDRAMIN HCL,455
(60 ml),Syrup,DIPHEN HYDRAMINE COMPOUND,456
2.5 mg,Tab,DIPHENOXILATE,457
,Inj (Antitoxin),DIPHTERIA ANTITOXIN EQUINE,1476
25 mg,Coated Tab,DIPYRIDAMOLE,460
75 mg,Coated Tab,DIPYRIDAMOLE,461
10 mg/2 ml,Inj,DIPYRIDAMOLE,459
100 mg,Cap,DISOPYRAMIDE,462
,Bulk,DISTILLE WATER,60740
,Bulk,DITHRANOL,464
0.25%,Top Cream,DITHRANOL,465
250 mg,Tab,DIVALPROEX (DELAYED REALSE VALPROATE SEMISODIUM),11614
12.5 mg/ml (250 mg),Infu,DOBUTAMINE (AS HCL),466
20 mg,Infu,DOCETAXEL,1716
80 mg,Infu,DOCETAXEL,1478
160 mg/16 ml,Vial,DOCETAXEL,17753
67.5 ml,Enema,DOCUSATE NA EE SORBITOL,1479
5 mg,Tab,DONEPEZIL,1927
10 mg,Tab,DONEPEZIL,1928
200 mg/5 ml,Inj,DOPAMINE HCL,468
2%,Sterile Eye Drop,DORZOLAMIDE HCL,469
2% /0.5%,Opht Drop,DORZOLAMIDE/TIMOLOL,5964
100 mg/5 ml,Inj,DOXAPRAM HCL,1329
10mg,Cap,DOXEPINE HCL,470
25mg,Cap,DOXEPINE HCL,471
10mg,Tab,DOXEPINE HCL,1995
25mg,Tab,DOXEPINE HCL,1996
50 mg,Inj,DOXORUBICIN HCL,472
50 mg,Vial,DOXORUBICIN LIPOZOMAL,7682
10 mg,Inj,DOXORUBICIN HCL,473
20 mg,Vial,DOXORUBICIN LIPOZOMAL,5845
100 mg,Tab,DOXYCYCLINE,1481
100 mg,Cap,DOXYCYCLINE,474
25 mg/10 ml,Inj,DROPERIDOL,1339
,Inj,DROPERIDOL COMPOUND,1483
,Bulk,DROPPER 10CC,60970
,Bulk,DROPPER 20CC,60980
,Bulk,DROPPER 30CC,60990
5 mg,Tab,DYDROGESTERONE,475
10 mg,Tab,DYDROGESTERONE,5596
0.06%,Sterile Eye Drop,ECHOTHIOPHATE IODIDE,476
0.13%,Sterile Eye Drop,ECHOTHIOPHATE IODIDE,477
0.25%,Sterile Eye Drop,ECHOTHIOPHATE IODIDE,478
50 mg/ml,Inj,EDEDATE CALCIUM DISUDIUM,1485
300 mg/ml,Inj,EDEDATE DICOBALT,1486
150 mg/ml,Inj,EDETATE DISODIUM,479
,Sterile Eye Drop,EDETATE SODIUM,1487
10 mg/ml,Inj,EDROPHONIUM CHLORIDE,481
20 mg,Scored Tab,ENALAPRIL MALEATE,482
5 mg,Scored Tab,ENALAPRIL MALEATE,483
,Inhalation,ENFLURANE,1488
20 mg/0.2 ml,Inj,ENOXAPARINE,2294
40 mg/0.4 ml,Inj,ENOXAPARINE,2043
60 mg/0.6ml,Inj,ENOXAPARINE,2292
80 mg/0.8ml,Inj,ENOXAPARINE,2293
100 mg/1ml,Inj,ENOXAPARINE,2295
,Bulk,EOSIN,485
0.1 mg/ml (10 ml),Inj,EPINEPHRINE,490
0.01% (10 ml),Inj,EPINEPHRINE,10484
1%,Sterile Eye Drop,EPINEPHRINE (AS ACID TARTRATE OR HCL),489
1 mg/ml,Inj,EPINEPHRINE (AS ACID TARTRATE),1489
10 mg,Inj,EPIRUBICIN HCL,491
50 mg,Inj,EPIRUBICIN HCL,492
2000 UI,Inj,EPOETIN BETA,11388
"2mg/ml,50ml",Inj,EPTIFIBATIDE,15790
20mg/10ml,Inj,EPTIFIBATIDE,16052
75mg/100ml,Inj,EPTIFIBATIDE,16053
2mg/ml,Inj,EPTIFIBATIDE,7470
750mcg/ml,Inj,EPTIFIBATIDE,7469
,Coated Tab,ERGOTAMINE - C,493
2 mg,Sub Lingual Tab,ERGOTAMINE TARTRATE,2044
100MG,Tab,ERLOTINIB,14887
150MG,Tab,ERLOTINIB,6154
0.50%,Ophth Oint,ERYTHROMYCIN,499
2%,Top Gel,ERYTHROMYCIN,1491
2%,Top Sol,ERYTHROMYCIN,1492
200 mg,Chewable Tab,ERYTHROMYCIN (AS ETHYLSUCCINATE),1493
200 mg,FC Tab,ERYTHROMYCIN (AS ETHYLSUCCINATE),495
400 mg,FC Tab,ERYTHROMYCIN (AS ETHYLSUCCINATE),496
200 mg/5 ml (100 ml),Susp,ERYTHROMYCIN (AS ETHYLSUCCINATE),497
1 g,Inj,ERYTHROMYCIN (AS LACTOBIONATE),500
,Bulk,ERYTHROMYCIN (POWDER),498
1000 iu,Inj,ERYTHROPOIETIN (EPOETIN),7814
2000 iu,Inj,ERYTHROPOIETIN (EPOETIN),501
4000 iu,Inj,ERYTHROPOIETIN (EPOETIN),4486
"10,000 iu",Inj,ERYTHROPOIETIN (EPOETIN),4965
25 mcg,Vag Tab,ESTRADIOL,3005
,Bulk,ESTRADIOL VALERATE,99975
10 mg/ml,Inj,ESTRADIOL VALERATE,502
1 mg,Tab,ESTRADIOL VALERATE,503
2 mg,Tab,ESTRADIOL VALERATE,504
140 mg,Cap,ESTRAMUSTINE SODIUM PHOSPHATE,505
25mg,Vial,ETANERCEPT,4008
50mg,Vial,ETANERCEPT,8170
,Bulk,ETHACRIDINE LANTATE (REVANOL),506
50 mg,Tab,ETHACRYNIC ACID,507
400 mg,FC Double Scored Tab,ETHAMBUTOL HCL,508
,Bulk,ETHANOL (ETHYL ALCOHOL),1771
,Inhalation,ETHER,1498
0.05 mg,Scored Tab,ETHINYL ESTRADIOL,511
0.5 mg,Tab,ETHINYL ESTRADIOL,512
(10 ml),Inj,ETHIODIZED OIL,1499
250 mg,Cap,ETHOSUXIMIDE,514
250 mg/5 ml (240 ml),Syrup,ETHOSUXIMIDE,513
100 mg,Cap,ETHOSUXIMIDE,7651
200 mg,Scored Tab,ETIDRONATE DISODILM,516
20 mg/10 ml,Inj,ETOMIDATE,1501
20 mg/ml (10 ml),Infu,ETOPOSIDE,99916
25 mg,Cap,ETOPOSIDE,519
100 mg,Cap,ETOPOSIDE,517
50 mg,Cap,ETOPOSIDE,520
20mg/ml (100 mg/5 ml),Inj,ETOPOSIDE,518
,Bulk,EUDALIBOR,60030
0.25mg,tab,EVEROLIMUS,20048
0.75mg,tab,EVEROLIMUS,20050
5mg,tab,EVEROLIMUS,16683
25mg,tab,EXEMESTANE,2962
(60 ml),Syrup,EXPECTORANT,523
,Oral Sol,EXPECTORANT CODEINE,524
250u,Amp,F.XIII,14664
"1,000 iu",Inj,FACTOR IX COMPLEX,91
250 iu,Inj,FACTOR IX COMPLEX,92
500 iu,Inj,FACTOR IX COMPLEX,93
1 mg,Inj,FACTOR VII,14456
1.2 mg,Inj,FACTOR VII,2682
2 mg,Inj,FACTOR VII,14457
2.4 mg,Inj,FACTOR VII,94
4.8 mg,Inj,FACTOR VII,95
20 mg,FC Tab,FAMOTIDINE,527
40 mg,FC Tab,FAMOTIDINE,528
1000 u,Inj,FEIBA (ACTIVATED PROTHROMBIN COMPLEX CONCENTRATED),1737
500 u,Inj,FEIBA (ACTIVATED PROTHROMBIN COMPLEX CONCENTRATED),19
100mg,Cap,FENOFIBRATE,10932
200mg,Cap,FENOFIBRATE,5992
50 mcg/ml (5 ml),Inj,FENTANYL,7830
50 mcg/ml (2 ml),Inj,FENTANYL,10376
0.5 mg/10 ml,Inj,FENTANYL (AS CITRATE),1359
Eqto 50 mgFe,FC Tab,FERROUS SULFATE,531
200 mg(41 mgiron)/5 ml,Syrup,FERROUS SULFATE,1506
125 mg(25 mgiron)/ml,Oral Drop,FERROUS SULFATE 7H2O,530
,Coated Tab,FERROUS SULFATE - F,2049
,Syrup,FERROUS SULFATE - F,2048
,Cap,FERROUS SULFATE - F SR,2050
,Cap,FERROUS FAMARATE,2047
,Tab,FERROUS FAMARATE,99976
,Cap,FERROUS SULFATE - F / C,1505
,Tab,FERROUS SULFATE - F SR,2378
1 g,Inj,FIBRINOGEN,532
20 g,Top Oint,FIBRINOLYSIN,533
1 g,Bulk,FIBRINOLYSIN POMMADE -T*,60270
,Syrup,FIGITOLÂ,14398
,Syrup,FIGPLUSÂ,14396
,Syrup,FIGSINÂ,19008
,Syrup 120ML,FIJANÂ,9212
,Syrup 60ML,FIJANÂ,7977
300 mcg/ml,Inj,FILGRASTIM (GCSF),534
600 mcg/ml (0.5ml),Inj,FILGRASTIM (GCSF),5152
5 mg,Tab,FINASTERIDE,535
0.5 mg,Tab,FINGOLIMOD HCL,18099
100 mg,Tab,FLECAINIDE,536
500 mg,Scored Tab,FLUCITOSINE,541
50 mg,Cap,FLUCONAZOLE,540
50 mg,Tab,FLUCONAZOLE,2129
100 mg,Cap,FLUCONAZOLE,537
100 mg,Tab,FLUCONAZOLE,2127
150 mg,Cap,FLUCONAZOLE,538
150 mg,Tab,FLUCONAZOLE,2128
200 mg,Cap,FLUCONAZOLE,2432
200 mg,Tab,FLUCONAZOLE,2433
50 mg,Infu,FLUDARABINE PHOSPHATE,542
0.1 mg,Tab,FLUDRO CORTISONE ACETATE,543
0.5 mg/5 ml,Inj,FLUMAZENIL,544
0.025% (15 g),Top Cream,FLUOCINOLONE ACETONIDE,546
0.025% (15 g),Top Oint,FLUOCINOLONE ACETONIDE,545
1 g,Bulk,FLUOCINOLONE ACETONIDE CREAM -T*,60280
1 g,Bulk,FLUOCINOLONE ACETONIDE POMMADE -T*,60290
10% (5 ml),Inj,FLUORESCEIN SODIUM,547
0.25 mg,Tab,FLUORIDE (AS SODIUM),2130
1 mg,Tab,FLUORIDE (AS SODIUM),1153
20 mg,Coated Tab,FLUORIDE SODIUM,1154
0.10%,Sterile Eye Drop,FLUORO METHOLONE,548
5%,Oint,FLUORO URACIL,12007
50 mg/ml (5 ml),Inj,FLUORO URACIL,550
5%,Top Cream,FLUORO URACIL,549
1000mg/20ml,Inj,FLUORO URACIL,14530
500mg/10ml,Inj,FLUORO URACIL,14528
10 mg,Cap,FLUOXETINE (AS HCL),1512
20 mg,Cap,FLUOXETINE (AS HCL),551
20 mg/5 ml,Syrup,FLUOXETINE (AS HCL),2051
0.5 mg,Tab,FLUPENTIXOL,1513
3 mg,Tab,FLUPENTIXOL,1514
20 mg/ml,Inj,FLUPENTIXOL DECANOATE,552
1 mg,Coated Tab,FLUPHENAZINE 2HCL,553
2.5 mg,Coated Tab,FLUPHENAZINE 2HCL,554
25 mg/ml,Inj,FLUPHENAZINE DECANOATE,555
15 mg,Cap,FLURAZEPAM (AS HCL),558
250 mg,Tab,FLUTAMIDE,560
50 mcg/dose (120 dose),Nasal spray,FLUTICASONE (FLIXOTIDE),5290
125 mcg/dose (120 dose),Spray,FLUTICASONE (FLIXOTIDE),2711
125 mcg/dose (60 dose),Spray,FLUTICASONE (FLIXOTIDE),1889
250 mcg/dose (120 dose),Spray,FLUTICASONE (FLIXOTIDE),2710
250 mcg/dose (60 dose),Spray,FLUTICASONE (FLIXOTIDE),2052
50 mcg/dose (120 dose),Spray,FLUTICASONE (FLIXOTIDE),2053
100 mg,Tab,FLUVOXAMINE,4708
50 mg,Coated Tab,FLUVOXAMINE MALEATE,1827
50 mg/10 ml,Inj,FOLIC ACID,2133
5 mg,Tab,FOLIC ACID,1948
1 mg,Tab,FOLIC ACID,562
150IU,AMP,FOLITROPIN,3950
300IU,PEN,FOLITROPIN,16179
75IU(Alfa-Beta),INJ,FOLITROPIN,2570
,Bulk,FORMALDEHYDE,563
250 mg/5 ml,Inj,FOSFESTROL (AS TETRASODIUM),559
100 mg,Tab,FOSFESTROL (AS TETRASODIUM),1516
50 mg/15 ml,Susp,FURAZOLIDONE,569
100 mg,Tab,FURAZOLIDONE,568
250 mg/25 ml,Infu,FUROSEMIDE,566
10 mg/ml (4 ml),Inj,FUROSEMIDE,2134
10 mg/ml (2 ml),Inj,FUROSEMIDE,570
40 mg,Tab,FUROSEMIDE,571
100 mg,Cap,GABAPENTIN,572
300 mg,Cap,GABAPENTIN,573
400 mg,Cap,GABAPENTIN,574
"604.72 mg/ml (1mmol/ml),7.5ml",Inj,GADOBUTROL (GADOVIST),16792
"604.72 mg/ml (1mmol/ml),15ml",Inj,GADOBUTROL (GADOVIST),16793
5ml,Inj,GADOBUTROL,9670
287 mg/ml (0.5 mmol/ml),Inj,GADODIAMIDE,2241
469 mg/ml,Inj,GADOPENTETATE DIMEGLUMINE,575
500 mg,Inj,GANCICLOVIR,581
0.25MG,,GANIRELIX,6783
,Inj (Antitoxin),GASEOUS GANGRENE ANTITOXIN,1519
500 ml,Infu,GELATIN MODIFIED,583
4%,Inj,GELATIN MODIFIED,2380
,bulk,GELATIN CAPSUL,61000
200 mg,Inj,GEMCITABINE (GEMZAR),2136
1 g,Inj,GEMCITABINE (GEMZAR),2135
300 mg,Cap,GEMFIBROZIL,584
450 mg,Coated Tab,GEMFIBROZIL,1520
40 mg/ml (80 mg/2 ml),Inj,GENTAMICIN (AS SULFATE),592
40 mg/ml (40 mg/1 ml),Inj,GENTAMICIN (AS SULFATE),590
10 mg/ml (20 mg/2 ml),Inj,GENTAMICIN (AS SULFATE),587
3 mg/g,Ophth Oint,GENTAMICIN (AS SULFATE),588
3 mg/ml,Sterile Eye Drop,GENTAMICIN (AS SULFATE),589
,Bulk,GENTIAN VIOLET,593
,Bulk,GENTIAN VIOLET (LOCAL),60040
,Bulk,GENTIAN VIOLET (ORAL),60050
200 mg/2 ml,Inj,GESTONORONE CAPROATE,1522
20 mg,Inj,GLATIRAMER ACETATE,10683
5 mg,Scored Tab,GLIBENCLAMIDE,595
80 mg,Scored Tab,GLICLAZIDE,1523
30 mg,Tab Extended Release,GLICLAZIDE,5442
1 mg/ml,Inj,GLUCAGON (AS HCL),597
70% w/w (1 g),Ped Supp,GLYCERIN,2054
,Bulk,GLYCERIN,600
70% w/w (2 g),Supp,GLYCERIN,2055
4 g,Supp,GLYCERIN,8062
,Bulk,GLYCERIN BORATE,60060
,Bulk,GLYCERIN IODE,60070
,Bulk,GLYCERIN PHENIQE,60080
1.5% (1 lit),Sterile Sol For Irrigation,GLYCINE (AMINOACETIC ACID),2238
1.5% (3 lit),Sterile Sol For Irrigation,GLYCINE (AMINOACETIC ACID),601
10 mg/0.5 ml,Inj,GOLD SODIUM THIOMALATE,99918
20 mg/0.5 ml,Inj,GOLD SODIUM THIOMALATE,602
25 mg/0.5 ml,Inj,GOLD SODIUM THIOMALATE,2990
50 mg/0.5 ml,Inj,GOLD SODIUM THIOMALATE,603
20 mg/ml (1 ml),Inj,GOLD SODIUM THIOMALATE,99919
50 mg/ml (1 ml),Inj,GOLD SODIUM THIOMALATE,99920
100 mg/ml (0.5 ml),Inj,GOLD SODIUM THIOMALATE,99921
100 mg/ml (10 ml),Inj,GOLD SODIUM THIOMALATE,99922
100 mg/ml (1 ml),Inj,GOLD SODIUM THIOMALATE,99923
20 mg/ml (10 ml),Inj,GOLD SODIUM THIOMALATE,99924
40 mg/ml (0.5 ml),Inj,GOLD SODIUM THIOMALATE,99925
40 mg/ml (10 ml),Inj,GOLD SODIUM THIOMALATE,99926
40 mg/ml (1 ml),Inj,GOLD SODIUM THIOMALATE,99927
50 mg/ml (10 ml),Inj,GOLD SODIUM THIOMALATE,99928
120 ml,Solution,GOLGRIPEÂ,1840
100 mcg,Inj,GONADORELIN ACETATE,604
0.8 mg,Inj,GONADORELIN ACETATE,607
3.2 mg,Inj,GONADORELIN ACETATE,605
1 mg/ml,Infu,GRANISETRON (AS HCL),5170
1 mg,Tab,GRANISETRON (AS HCL),609
3 mg/3 ml,Infu,GRANISETRON (AS HCL),8870
100 ml,Syrup,GRIPE MIXTUREÂ,612
120 ml,Oral Solution,GRIPE WATERÂ,611
500 mg,Scored Tab,GRISEOFULVIN,1953
125 mg,Tab,GRISEOFULVIN,613
100 mg/5 ml (60 ml),Syrup,GUAIFENESIN,614
0.5 mg,Scored Tab,HALOPERIDOL,617
2 mg,Scored Tab,HALOPERIDOL,1984
5 mg,Scored Tab,HALOPERIDOL,619
50 mg/ml,Inj,HALOPERIDOL (AS DECANOATE),616
5 mg/ml,Inj,HALOPERIDOL (AS LACTATE),620
2 mg/ml,Oral Sol,HALOPERIDOL (AS LACTATE),618
250 ml/bottle,Inhalation,HALOTHANE,621
,Cap,HEMATINIC,622
,Sol,HEMODIALYSIS CONCENTRATED I,623
,Sol,HEMODIALYSIS CONCENTRATED I WITHOUT DEXTROSE,7198
,Sol (Acidic),HEMODIALYSIS CONCENTRATED II,2675
,Sol,HEMODIALYSIS CONCENTRATED II,1527
